sentence,likelihood
"Back off, dude.",-13.7421875
I'm watching you.,-13.7421875
You know why?,-13.7421875
"Um, what are you talking about?",-13.74261474609375
Huzzah!,-13.74267578125
Could you do me a favor?,-13.74267578125
Mind if I smoke?,-13.7431640625
"Honey, please.",-13.7431640625
"Okay, what's next?",-13.7431640625
Geronimo!,-13.74365234375
You know what would be so cool?,-13.744140625
Where did you get this from?,-13.744140625
That would be great!,-13.744140625
"No, of course not.",-13.74462890625
Will you go with me?,-13.7451171875
Doesn't that bother you?,-13.74560546875
I'm 22 years old.,-13.74578857421875
What the hell just happened?,-13.74609375
Here's your money.,-13.74609375
Here's $5.,-13.74609375
This is okay.,-13.74609375
Does it really matter?,-13.74609375
Oooooooh!,-13.74609375
Shut your mouth!,-13.74609375
I want to.,-13.74609375
Do you want to go shopping?,-13.74609375
"Uh, who are you?",-13.74658203125
"Well, I guess so.",-13.7470703125
Can you hold this for me?,-13.7470703125
Will you kiss me?,-13.7470703125
"No, uh-uh.",-13.7474365234375
I don't care what you have to do.,-13.748046875
"Well, too bad.",-13.748046875
When are you going to have kids?,-13.7490234375
"Mom, why are you doing that?",-13.7490234375
Rob!,-13.75
Delicious!,-13.75
None.,-13.75
Can I play?,-13.75
Whyyyy?,-13.75
Where's that?,-13.75
My back hurts.,-13.75
"Well, what do you expect?",-13.75
"Yeah, I remember.",-13.75
Slay!,-13.75
I guess you're right.,-13.75
Sleep?,-13.75
I'm an atheist.,-13.75
Bummer.,-13.75
I'll do it later.,-13.75
Buh?,-13.75
Kill yourself.,-13.75
Why would you do something like that?,-13.75
Coach!,-13.75
Quit!,-13.75
"Hey, no worries.",-13.75
Lord!,-13.75
Give up.,-13.75
I'm just being honest.,-13.75
You did that?,-13.75
Everything.,-13.75
Please go away.,-13.75
I like this song.,-13.75
English?,-13.75
My Lord!,-13.75
It worked!,-13.75
Go back!,-13.75
What are you wearing tonight?,-13.75146484375
How do you.,-13.751953125
Ask me a question.,-13.751953125
"Oh my god, what?",-13.751953125
I can help you.,-13.751953125
"All right, look.",-13.751953125
"Oh, it's cool.",-13.751953125
What are we going to do today?,-13.751953125
It's going to be fine.,-13.75244140625
Phoebe!,-13.75299072265625
What are you guys gonna do?,-13.75341796875
I have no idea what I'm doing.,-13.75390625
I don't need money.,-13.75390625
Oooohhh!,-13.75390625
Is this a dream?,-13.75390625
I figured it out.,-13.75390625
You've got this.,-13.75390625
Is that a gun?,-13.75390625
Plastic surgery?,-13.75390625
"If you know, you know.",-13.75439453125
"Well, what do you think I should do?",-13.7548828125
Why did you break up with me?,-13.7548828125
I'll text you later.,-13.7548828125
Are you fucking crazy?,-13.75537109375
Why aren't you smiling?,-13.755401611328125
Why would you say something like that?,-13.755859375
I'm going to take a shower.,-13.75634765625
"No, it isn't.",-13.7567138671875
Why haven't you called?,-13.7567138671875
"Sorry, dude.",-13.7578125
It's not that serious.,-13.7578125
You're gonna die.,-13.7578125
Why would he do that?,-13.7578125
I'm sure.,-13.7578125
You freak!,-13.7578125
"Well, what do you need?",-13.7578125
But I'm a girl!,-13.7578125
"It's okay, baby.",-13.7578125
You're hurting me.,-13.7578125
Let's go to the park.,-13.7578125
I hate that song!,-13.7578125
What on earth is that?,-13.7578125
But you know what?,-13.7578125
I can see you.,-13.7578125
Nice outfit.,-13.7578125
You're not going anywhere.,-13.7578125
I'm not a lesbian.,-13.7578125
About time!,-13.7578125
Stop calling me!,-13.7578125
I'm tall.,-13.7578125
What a bitch!,-13.7578125
"Oh, perfect.",-13.7578125
You're pretty.,-13.7578125
Do you know how to do this?,-13.7578125
What do you think I am?,-13.7587890625
Nigga!,-13.7587890625
What do you want to be?,-13.7587890625
"Yeah, let's go.",-13.7587890625
Da fuq?,-13.7587890625
Welcome to the club!,-13.759765625
What in the hell are you doing?,-13.759765625
I don't feel so good.,-13.7607421875
Why are you asking so many questions?,-13.7607421875
"No, stop it.",-13.76171875
Take off your shoes.,-13.76171875
Why are you reading this?,-13.76171875
Hehehe.,-13.76171875
Today is my birthday.,-13.76171875
Do you want some water?,-13.76171875
Wendy!,-13.76220703125
"Okay, got it.",-13.7626953125
"Mom, are you kidding me?",-13.7626953125
"Uh, sorry.",-13.763671875
I don't want to do anything.,-13.763671875
There's something wrong with you.,-13.76416015625
Captain!,-13.765625
You live here?,-13.765625
I'm from Texas.,-13.765625
Pah!,-13.765625
Eesh!,-13.765625
"Oh no, really?",-13.765625
I did that.,-13.765625
Lenny!,-13.765625
Gwen!,-13.765625
We're fine.,-13.765625
"So, um.",-13.765625
What is.,-13.765625
Me first!,-13.765625
Better?,-13.765625
That one!,-13.765625
Cody!,-13.765625
Afraid?,-13.765625
Ed!,-13.765625
Tara!,-13.765625
Amelia!,-13.765625
What's happened?,-13.765625
Great news!,-13.765625
You there!,-13.765625
You won!,-13.765625
You like?,-13.765625
Ann!,-13.765625
Right here.,-13.765625
Tomato!,-13.765625
Stephen!,-13.765625
I hate myself.,-13.765625
Did you really?,-13.7666015625
Where'd you get these?,-13.7666015625
Whatcha got there?,-13.7666015625
Where'd you get that from?,-13.7666015625
What are you doing up so late?,-13.76708984375
"Okay, what's going on?",-13.767578125
Do you know what today is?,-13.768310546875
May I take your order?,-13.7685546875
I'm in high school.,-13.7685546875
I'm really proud of you.,-13.7685546875
"Mommy, why?",-13.7685546875
"No, bro.",-13.76953125
Why are you watching this?,-13.76953125
Is that your girlfriend?,-13.76953125
Can I buy you a drink?,-13.76953125
Come sit with me.,-13.76953125
"Well, where is it?",-13.7705078125
"Okay, I got it.",-13.7705078125
I wouldn't do that if I were you.,-13.771240234375
I'm not eating.,-13.7734375
I need a car.,-13.7734375
Newsflash!,-13.7734375
"Hey, uh.",-13.7734375
I'm kidding.,-13.7734375
You think so?,-13.7734375
I'm so old.,-13.7734375
Can I get a hug?,-13.7734375
"Go, go!",-13.7734375
"Here, take this.",-13.7734375
It's too big!,-13.7734375
Which ones?,-13.7734375
It's not about money.,-13.7734375
There's nothing wrong with you.,-13.7734375
How much time do you have?,-13.7734375
"Hey, this is cool.",-13.7734375
"Hey, why not?",-13.7734375
You want to talk?,-13.7734375
What does he want?,-13.7734375
I have to go now.,-13.7734375
I'm so disappointed.,-13.7734375
"Wait, are you serious?",-13.7734375
You're so skinny.,-13.7734375
I'm just joking.,-13.7734375
"Hey, kiddo.",-13.7744140625
"Well, here's the thing.",-13.7744140625
"Wait, hold up.",-13.775390625
"Mom, it's not fair.",-13.775390625
How do you know all that?,-13.775390625
Don't be.,-13.7757568359375
What book are you reading?,-13.776123046875
You're not listening to me.,-13.7763671875
Aren't you going to eat that?,-13.7764892578125
"You know, I don't know.",-13.77655029296875
"Okay, calm down.",-13.776611328125
What the hell were you thinking?,-13.77685546875
"Dude, stop.",-13.77734375
I don't know how.,-13.77734375
This is really great.,-13.77734375
Do you know what I mean?,-13.77734375
Can you read this?,-13.77734375
This is a big deal.,-13.77734375
I don't know anything.,-13.77734375
"Whoa, wait a second.",-13.77734375
Who the hell is she?,-13.77734375
"No, not that one.",-13.77734375
How do you live like this?,-13.77734375
Holy sh*t!,-13.77734375
I don't watch TV.,-13.77734375
That's mean!,-13.77734375
Can you help?,-13.77734375
What do I do next?,-13.77734375
I don't have it.,-13.77734375
Stevie!,-13.7783203125
"Okay, Dad.",-13.7783203125
"Dad, look!",-13.779296875
Where were you today?,-13.779296875
"Dude, I don't know.",-13.779296875
Do you want to have sex with me?,-13.7802734375
I can't take this.,-13.7802734375
Brooklyn!,-13.78125
Deal.,-13.78125
I'm all right.,-13.78125
"Yeah, I remember you.",-13.78125
What's your email?,-13.78125
Everything is fine.,-13.78125
Y'all are crazy!,-13.78125
William!,-13.78125
Where do you think you are?,-13.78125
What color is that?,-13.78125
Your face!,-13.78125
Tell me about it.,-13.78125
Duhh!,-13.78125
I'll.,-13.78125
Christmas?,-13.78125
You got to be kidding me.,-13.78125
Tell me a joke.,-13.78125
I hate people.,-13.78125
Then.,-13.78125
That is so cool!,-13.78125
"Hey, what up?",-13.78125
Where's my sister?,-13.78125
Where is she from?,-13.78125
"Alex, what are you doing?",-13.78125
It's 11 o'clock.,-13.781982421875
Am I going to die?,-13.7822265625
Why did he do that?,-13.783203125
I'm never doing that again.,-13.783203125
"Honey, don't worry.",-13.78363037109375
"Oh my God, I can't believe it.",-13.78369140625
Does this dress make my butt look big?,-13.78411865234375
"I get it, I get it.",-13.7841796875
Ooohhhh!,-13.78466796875
What kind of girl are you?,-13.78485107421875
Who's next?,-13.78515625
I gotta go to the bathroom.,-13.78515625
That's perfect.,-13.78515625
Why are you hugging me?,-13.78515625
That's bad.,-13.78515625
This is what it is.,-13.78515625
This is my mom.,-13.78515625
When are you coming?,-13.78515625
This is not fair.,-13.78515625
Serena!,-13.78515625
"Oh, I get it now.",-13.78515625
"Hello, sir.",-13.78515625
It's not what it looks like.,-13.785552978515625
Why didn't you ask me?,-13.7857666015625
What did I ever do to you?,-13.7861328125
"Fine, I'll do it.",-13.787109375
"Well, it's okay.",-13.7880859375
"Um, thanks.",-13.7880859375
"Yeah, probably.",-13.7890625
"Hey, Jim.",-13.7890625
"Oh, I love this.",-13.7890625
Is it real?,-13.7890625
Geesh!,-13.7890625
So how old are you?,-13.7890625
I'm really excited.,-13.7890625
Is this your car?,-13.7890625
I'll go first.,-13.7890625
"Hmm, I don't know.",-13.78912353515625
Did you have a good weekend?,-13.7900390625
I don't know what else to do.,-13.791015625
Can I borrow $20?,-13.7919921875
I wouldn't know.,-13.7928466796875
You're from America?,-13.79296875
Do you want to go to the mall?,-13.79296875
Where do I go from here?,-13.79296875
"Oh, that's easy.",-13.79296875
This is the best day ever!,-13.79296875
How'd you do it?,-13.79296875
Why are you being like that?,-13.79296875
I think I'm in love with you.,-13.79296875
This is my space.,-13.79296875
I won't do it.,-13.79345703125
Did you get my texts?,-13.7939453125
"Guys, come on.",-13.79443359375
Are you sure you can do this?,-13.79443359375
What are you in?,-13.79443359375
Why don't you say something?,-13.794830322265625
There's.,-13.794921875
"Let's go, let's go!",-13.796295166015625
I wouldn't do that.,-13.7967529296875
"Hey, I'm sorry.",-13.796875
I'm not feeling good.,-13.796875
A little bit.,-13.796875
"Come on, get up.",-13.796875
You're adorable.,-13.796875
Maureen!,-13.796875
I have three kids.,-13.796875
Too late.,-13.796875
Kill it!,-13.796875
Da-da!,-13.796875
Leslie!,-13.796875
Sing!,-13.796875
Cindy!,-13.796875
Where are you going with that?,-13.796875
It's horrible.,-13.796875
"Yeah, I love you.",-13.796875
Alec!,-13.796875
You go.,-13.796875
Can I see you?,-13.796875
Drew!,-13.796875
I saw you.,-13.796875
Tasha!,-13.796875
Hey boys!,-13.796875
"Yeah, that sounds good.",-13.796875
What do you want to do this weekend?,-13.7978515625
Why do we have to do this?,-13.7978515625
Are you my girlfriend?,-13.79833984375
"Oh my God, did you see that?",-13.798828125
Aren't you cute?,-13.7996826171875
"No, I can't do this.",-13.7998046875
What's new with you?,-13.7998046875
"Hey, are you ready?",-13.80029296875
All your base are belong to us.,-13.800537109375
Dinner's ready!,-13.80078125
Yessss!,-13.80078125
This is scary.,-13.80078125
Where's the cake?,-13.80078125
"Look, you guys.",-13.80078125
"Hello, everybody.",-13.80078125
Ughhhh.,-13.80078125
"Mom, don't worry about it.",-13.801025390625
It's the thought that counts.,-13.8017578125
You messed up.,-13.8017578125
What are you guys doing this weekend?,-13.80224609375
"Oh, you're Mr.",-13.802490234375
What are you referring to?,-13.802734375
"Oh, it's no big deal.",-13.80322265625
Look on the bright side.,-13.80377197265625
What's going on over here?,-13.803955078125
"Hi, what are you doing here?",-13.804443359375
Stay there.,-13.8046875
I'm in pain.,-13.8046875
Ummmmmm.,-13.8046875
Nice shirt.,-13.8046875
"Well, it doesn't matter.",-13.8046875
"Well, what do you like?",-13.8046875
Where do you want to sit?,-13.8046875
You're too skinny.,-13.8046875
I'm so good.,-13.8046875
What color are you?,-13.8046875
"Yeah, you are.",-13.8046875
"Yeah, that happened.",-13.8046875
Do I have to go?,-13.8046875
Is there something wrong?,-13.8046875
"Oh, you're getting married?",-13.8046875
I'm really nervous.,-13.8046875
You got a girlfriend?,-13.8046875
You heard me.,-13.8046875
I'm just messing with you.,-13.8046875
You're a doctor.,-13.8046875
Do it again!,-13.8046875
Can I hold it?,-13.8046875
"Please, God.",-13.8046875
Angie!,-13.8046875
Where have I been?,-13.8046875
I'm gonna get you.,-13.8046875
I thought so.,-13.8046875
We're leaving.,-13.8046875
I'm doing it.,-13.8046875
"Dang, girl.",-13.8046875
You don't know who I am?,-13.805419921875
I'll believe it when I see it.,-13.8055419921875
"What do you mean, Mom?",-13.8056640625
What do you call that?,-13.8056640625
I don't give a damn.,-13.8056640625
This isn't what I signed up for.,-13.80615234375
This place is amazing!,-13.806640625
Come talk to me.,-13.806640625
How could you not?,-13.806640625
Don't even.,-13.8070068359375
Don't talk.,-13.8070068359375
How does that make you feel?,-13.80712890625
What are you sorry for?,-13.80810546875
Here's the plan.,-13.80859375
Can you just.,-13.80859375
That's my girl!,-13.80859375
What's the hurry?,-13.80859375
Do you see what I see?,-13.80859375
How would you know that?,-13.80859375
Can you go?,-13.80859375
"Wow, that's so cool!",-13.80859375
Why are you so loud?,-13.80859375
"You're a writer, right?",-13.80859375
Can you believe?,-13.80859375
This is not cool.,-13.80859375
Do I have to do this?,-13.80859375
"No, you're crazy.",-13.80859375
That's a lie.,-13.80859375
"Well, here it is.",-13.80859375
What do you mean you're leaving?,-13.8095703125
"Okay, you guys.",-13.8095703125
"Um, Dr.",-13.8095703125
Where are you off to?,-13.8099365234375
"Hey, what time is it?",-13.810546875
"Hey, it's cool.",-13.810546875
Have you read this book?,-13.81103515625
I'm going to do it.,-13.81103515625
"Oh, you didn't know?",-13.811492919921875
"Oh, duh!",-13.8115234375
You know what I don't like?,-13.81182861328125
No money.,-13.8125
Pam!,-13.8125
Lucky!,-13.8125
I need to get out of here.,-13.8125
Can I take a picture of you?,-13.8125
Oh my stars!,-13.8125
I miss him.,-13.8125
"Umm, okay.",-13.8125
Divorce?,-13.8125
What's a blog?,-13.8125
7.,-13.8125
Wanna play?,-13.8125
I'm so frustrated.,-13.8125
What is life?,-13.8125
I love this show!,-13.8125
Yesss!,-13.8125
Hellooo!,-13.8125
"Yeah, alright.",-13.8125
"Here, catch!",-13.8125
Pew!,-13.8125
What happened to us?,-13.8125
Why are you working so hard?,-13.8125
Where are my earrings?,-13.8125
Why are you making me do this?,-13.8125
"Thanks, I guess.",-13.8125
I was thinking.,-13.8125
Would you like fries with that?,-13.812744140625
Don't you want to know?,-13.8128662109375
You really don't know?,-13.81292724609375
Tell Mr.,-13.81298828125
"Well, that makes sense.",-13.8134765625
"Well, what's the big deal?",-13.8134765625
Did you get my message?,-13.8134765625
What are you selling?,-13.81396484375
What are you in for?,-13.81396484375
"Oh, it's great.",-13.814453125
How did you get it?,-13.814453125
What's this all about?,-13.81494140625
"Mom, what is wrong with you?",-13.815673828125
Can I be your friend?,-13.81640625
Why are you up?,-13.81640625
"Yeah, pretty much.",-13.81640625
That's wonderful.,-13.81640625
"Daddy, I love you.",-13.81640625
This is the one.,-13.81640625
Do you like this song?,-13.81640625
What are they for?,-13.81640625
Holy moley!,-13.81646728515625
"Mom, don't.",-13.816650390625
Are you sure this is what you want?,-13.8173828125
"Well, okay then.",-13.8173828125
It's none of your business.,-13.8175048828125
Why can't you go?,-13.817626953125
I ain't going.,-13.81829833984375
"Uh, not really.",-13.818359375
"No, no, it's fine.",-13.8193359375
I'll see you guys later.,-13.8193359375
I'm not drinking.,-13.8203125
I'm not playing.,-13.8203125
It's normal.,-13.8203125
You have to do this.,-13.8203125
Something is wrong.,-13.8203125
"Hey, Bill.",-13.8203125
It's not good.,-13.8203125
How can you tell?,-13.8203125
Do you want me to?,-13.822021484375
